reaction_id,flux,enzyme,enzyme_abundance_g_gDW,saturation,yield,saturable_reaction_proteome_fraction,substrate_concentration_mM
EX_h2o_e,6.317181782755956,NA,0.0,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
RNDR2,0.003233710151679608,RIBONUCLEOSIDE-DIP-REDUCTI-CPLX,2.2456553647684684e-05,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
3OAS60,0.04259587551466626,FABB-CPLX,0.00020360218989167006,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
DUTPDP,0.0031318525309563835,DUTP-PYROP-CPLX,7.911374800876098e-05,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
GLYCK2,0.0,GLY3KIN-MONOMER,0.0,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
PRPPS,0.11148753462793562,CPLX0-8299,0.0004174420400891083,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
3HAD140,0.01527600989149663,FABA-CPLX,1.7761981186852244e-05,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
GLCtex_copy1,1.3445871078346445,CPLX0-7533,0.0004165938524373765,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
PRATPP,0.011339350495977448,HISTCYCLOPRATPPHOS,1.9990096898528498e-05,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
NDPK8,0.0031318525309563835,NUCLEOSIDE-DIP-KIN-CPLX,7.716035966917997e-06,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
MTHFD,0.11829631560615313,FOLD-CPLX,4.322840925348544e-05,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
ICDHyr,0.8113501110423821,ISOCITHASE-CPLX,0.002882620791245117,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
CYSTL,0.018394935720880638,CYSTATHIONINE-BETA-LYASE-CPLX,7.359756197059225e-05,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
THRD_L,0.03477390445487377,THREDEHYDSYN-CPLX,1.3029725540130564e-05,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
IMPC,-0.06481783305106528,AICARTRANSIMPCYCLO-CPLX,0.00011931219960144031,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
AKGtex,0.0,CPLX0-7533,0.0,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
ASPTA,-0.3502400022279567,ASPAMINOTRANS-DIMER,0.0005651844917622028,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
PYRtex,0.0,CPLX0-7533,0.0,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
GLNabcpp,0.0,ABC-12-CPLX,0.0,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
ASAD,-0.12793257316996337,ASP-SEMIALDEHYDE-DEHYDROGENASE-CPLX,0.0005444863993844368,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
D_LACt2pp,0.0,LCTP-MONOMER,0.0,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
KARA1,-0.10464272645366915,CPLX0-7643,0.0010850406648614834,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
EX_etoh_e,0.0,NA,0.0,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
NADH17pp,0.0,NADH-DHI-CPLX,0.0,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
EX_so4_e,-0.029944464809090732,NA,0.0,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
DHAD2,0.03477390445487377,DIHYDROXYACIDDEHYDRAT-CPLX,5.5728174345843405e-05,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
GLUPRT,0.05347848255508784,PRPPAMIDOTRANS-CPLX,4.535890219808853e-05,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
ACLS,0.10464272645366915,ACETOLACTSYNIII-CPLX,5.8923027597551467e-05,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
ACtex,0.0,CPLX0-7533,0.0,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
FORt2pp,0.0,CPLX0-7843,0.0,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
GLYCAtex,0.0,CPLX0-7533,0.0,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
DHDPS,0.044399509459059065,DIHYDRODIPICSYN-CPLX,0.00018808370193182342,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
PRAGSr,0.05347848255508784,GLYCRIBONUCSYN-MONOMER,0.00012026285739906564,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
GK1,0.0290322945064683,GUANYL-KIN-CPLX,1.2171650677811693e-05,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
RNDR2b,0.0,RIBONUCLEOSIDE-DIP-REDUCTII-CPLX,0.0,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
IG3PS,0.011339350495977448,GLUTAMIDOTRANS-CPLX,6.217316000400392e-05,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
3OAR181,0.0,CPLX0-8005,0.0,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
GARFT,0.05347848255508784,GART-MONOMER,1.2867708059374713e-05,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
ACALDtex,0.0,CPLX0-7533,0.0,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
PGK,-2.2011921990684855,PGK,0.001517677759342894,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
T2DECAI,0.018004980223446723,FABA-CPLX,2.1455922992975517e-05,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
GLYCtpp,0.0,NA,0.0,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
ENO,1.9891452196919006,ENOLASE-CPLX,0.0017101225273994571,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
TMDS,0.0031318525309563835,THYMIDYLATESYN-CPLX,1.6608429937431567e-05,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
PGCD,0.2120469793765849,PGLYCDEHYDROG-CPLX,0.00045876209952353474,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
IPMD,0.05392481283437708,3-ISOPROPYLMALDEHYDROG-CPLX,0.0003106834987572249,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
NDPK4,0.0031318525309563835,NUCLEOSIDE-DIP-KIN-CPLX,4.840292142828298e-06,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
H2Otex,-6.317181782755956,NA,0.0,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
CBPS,0.07499725146428066,CARBPSYN-CPLX,0.00112429878432735,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
NH4tpp,1.2915085494732201,NA,0.0,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
MALS,0.0,MALATE-SYNTHASE,0.0,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
CYTBD2pp,0.0,CYT-D-UBIOX-CPLX,0.0,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
3OAS140,0.024590895291219536,FABB-CPLX,0.0002038212341343678,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
FORtppi,0.00016014746948022783,CPLX0-7843,1.3565695495544337e-06,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
3OAS80,0.04259587551466626,FABB-CPLX,0.00020360433837036826,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
FORtex,-0.00016014746948022783,CPLX0-7533,6.248786883234694e-08,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
IGPS,0.006803634235922713,PRAI-IGPS,2.7155432728721877e-05,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
KARA2,0.03477390445487377,CPLX0-7643,0.0010861304760905657,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
EX_h_e,1.0994821582319259,NA,0.0,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
ANS,0.006803634235922713,ANTHRANSYN-CPLX,0.00015590592516392073,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
3OAS161,0.018004980223446723,FABB-CPLX,0.00014811386462714655,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
G3PD2,-0.01664049505747169,GLYC3PDEHYDROGBIOSYN-CPLX,1.7191745854345118e-05,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
GLYK,0.0,GLYCEROL-KIN-CPLX,0.0,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
HSK,0.06513812799002368,HOMOSERKIN-CPLX,3.0145986710121907e-05,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
EX_pyr_e,0.0,NA,0.0,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
EAR181y,0.0,NA,0.0,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
EX_glyc_e,0.0,NA,0.0,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
EX_glu__L_e,0.0,NA,0.0,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
Htex,-1.0994821582319259,CPLX0-7533,0.0002527028209534755,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
3OAR40,0.04259587551466626,CPLX0-8005,3.364441563694678e-05,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
ACGS,0.035403841773165586,N-ACETYLTRANSFER-CPLX,2.1265901805200025e-05,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
EX_pi_e,-0.11532688468662189,NA,0.0,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
EAR80x,0.04259587551466626,CPLX0-8006,5.7475509109692725e-05,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
THRS,0.06513812799002368,THRESYN-MONOMER,0.0007792367894494371,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
VPAMTr,-0.06979928113200312,VALINE-PYRUVATE-AMINOTRANSFER-MONOMER,3.0256283057104668e-05,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
ACCOAC,0.2888562432029409,ACETYL-COA-CARBOXYLMULTI-CPLX,0.000499952031191755,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
THD2pp,0.0,PYRNUTRANSHYDROGEN-CPLX,0.0,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
3OAS141,0.018004980223446723,FABB-CPLX,0.0001481151311750735,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
RNDR4,0.0031318525309563835,RIBONUCLEOSIDE-DIP-REDUCTI-CPLX,2.023584052398152e-05,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
EAR60x,0.04259587551466626,CPLX0-8006,5.7475411771691696e-05,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
AKGt2rpp,0.0,KGTP-MONOMER,0.0,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
PPNDH,0.022174679322312714,CHORISMUTPREPHENDEHYDRAT-CPLX,8.610755471779758e-05,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
SULR,0.029425242295932862,SULFITE-REDUCT-CPLX,0.00044239174558682523,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
ACONTa,0.8113501110423821,CPLX0-7761,0.0008973253172272937,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
TKT2,0.13178352309806,TRANSKETOI-CPLX,9.923409411536147e-05,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
AKGDH,0.6831657065751194,2OXOGLUTARATEDEH-CPLX,0.0022553271776320108,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
XYLK,0.0,CPLX0-7466,0.0,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
PSERT,0.2120469793765849,PSERTRANSAM-CPLX,0.00023793116053760327,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
G5SADs,0.02645844459338697,NA,0.0,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
PItpp,0.0,EG11919-MONOMER,0.0,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
ACONTb,0.8113501110423821,CPLX0-7761,0.0013762546318951737,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
SADT2,0.029425242295932862,SULFATE-ADENYLYLTRANS-CPLX,0.00014426189765853,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
PItex,0.11532688468662189,CPLX0-7533,4.214057135368167e-05,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
D_LACtex,0.0,CPLX0-7533,0.0,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
EX_akg_e,0.0,NA,0.0,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
CYTBO3_4pp,2.906575225875431,CYT-O-UBIOX-CPLX,0.00019254418147647036,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
HCO3E,0.4173319772223094,CPLX0-7521,0.00011520201872195202,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
TYRTA,-0.016505004074323988,ASPAMINOTRANS-DIMER,6.380666663368893e-05,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
XYLtex,0.0,CPLX0-7533,0.0,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
RIBabcpp,0.0,ABC-28-CPLX,0.0,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
SHSL1,0.018394935720880638,O-SUCCHOMOSERLYASE-CPLX,7.972710536204253e-05,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
EAR60y,0.0,CPLX0-8006,0.0,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
GMPS2,0.0290322945064683,GMP-SYN-CPLX,0.00024517542200936635,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
NTP5,0.0,G7841-MONOMER,0.0,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
DHFR,0.0031318525309563835,DIHYDROFOLATEREDUCT-MONOMER,8.165418172324583e-06,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
DTMPK,0.0031318525309563835,CPLX0-8260,4.465906990003405e-06,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
UMPK,0.04524812347895056,UMPKI-CPLX,2.7897789871877395e-05,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
SHKK,0.04548331763255942,AROK-MONOMER,4.390990341221874e-05,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
MTHFC,0.11829631560615313,FOLD-CPLX,4.324506133203877e-05,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
ARGSS,0.035403841773165586,CPLX0-238,0.0003762525369840533,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
O2tex,2.906575225875431,CPLX0-7533,0.00048321947737466655,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
KAS14,0.0,FABB-CPLX,0.0,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
NDPK2,0.047770984735829664,NUCLEOSIDE-DIP-KIN-CPLX,2.4456459068886716e-05,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
Biomass,0.1196916812258803,NA,0.0,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
EX_for_e,0.00016014746948022783,NA,0.0,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
HISTD,0.011339350495977448,HISTDEHYD-CPLX,0.00014135368759415348,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
ICL,0.0,ISOCIT-LYASE,0.0,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
PAPSR,0.029425242295932862,PAPSSULFOTRANS-CPLX,5.7477008065904754e-05,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
CYSS,0.029425242295932862,ACSERLYA-CPLX,0.0029258512021918055,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
IPPMIa,-0.05392481283437708,3-ISOPROPYLMALISOM-CPLX,0.0002376444745363412,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
RPI,-0.288754375358555,RIB5PISOMA-CPLX,0.000100712223898095,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
EAR160x,0.0,CPLX0-8006,0.0,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
IMPD,0.0290322945064683,IMP-DEHYDROG-CPLX,0.0005808303747366864,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
SO4t2pp,0.029944464809090732,EG10003-MONOMER,1.9258836217808075e-06,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
3HAD60,0.04259587551466626,FABA-CPLX,2.633514714472873e-05,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
CHORS,0.04548331763255942,AROC-CPLX,4.5268375020431167e-05,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
3HAD160,0.01527600989149665,FABA-CPLX,1.776195584949828e-05,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
SERAT,0.029425242295932862,CPLX0-237,2.5418710683322233e-05,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
HISTP,0.011339350495977448,IMIDHISTID-CPLX,5.9743513460648694e-05,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
DAPE,0.044399509459059065,CPLX0-7997,9.3557194840312e-06,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
GLYCAt2rpp,0.0,B2789-MONOMER,0.0,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
P5CR,0.02645844459338697,PYRROLINECARBREDUCT-CPLX,2.202294074408198e-05,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
ACOTA,-0.035403841773165586,ACETYLORNTRANSAM-CPLX,0.00016903481102947622,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
NDPK7,0.003233710151679608,NUCLEOSIDE-DIP-KIN-CPLX,6.322536360159544e-06,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
EX_fru_e,0.0,NA,0.0,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
TALA,0.1772668407306194,TRANSALDOLB-CPLX,0.0009508222246210045,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
PFL,0.0,PYRUVFORMLY-CPLX,0.0,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
3HAD80,0.04259587551466626,FABA-CPLX,2.751946707180407e-05,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
RPE,0.3090503638286794,RIBULP3EPIM-MONOMER,2.427977646334021e-05,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
MALt2_2pp,0.0,DCTA-MONOMER,0.0,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
DHQS,0.04548331763255942,AROB-MONOMER,1.761313366605e-05,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
3OAR100,0.04259587551466626,CPLX0-8005,3.3658849161642256e-05,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
EX_mal__L_e,0.0,NA,0.0,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
EX_xyl__D_e,0.0,NA,0.0,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
3OAR160,0.01527600989149663,CPLX0-8005,3.2359820868908125e-05,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
SUCOAS,-0.6203712613951797,SUCCCOASYN,0.0007853421647099457,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
EX_ac_e,0.0,NA,0.0,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
GRXR,0.0,GRXB-MONOMER,0.0,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
ADSK,0.029425242295932862,ADENYLYLSULFKIN-CPLX,1.8429139073773516e-05,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
PDH,1.2033790274701759,PYRUVATEDEH-CPLX,0.0017800617842868925,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
SULabcpp,0.0,ABC-7-CPLX,0.0,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
PPA,0.3747417272166609,CPLX0-243,0.00025177789956487296,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
ALATA_L,0.0,CPLX0-7888,0.0,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
EX_gln__L_e,0.0,NA,0.0,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
3HAD121,0.018004980223446723,FABZ-CPLX,4.5545870410742016e-05,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
GLU5K,0.02645844459338697,GLUTKIN-CPLX,3.931551635442982e-05,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
EAR100x,0.0,CPLX0-8006,0.0,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
MCOATA,0.2888562432029409,MALONYL-COA-ACP-TRANSACYL-MONOMER,0.00014728814964221995,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
MDH,0.8078335694479699,MALATE-DEHASE,0.002163297316248731,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
PTAr,-0.0694865267689599,PHOSACETYLTRANS-CPLX,2.8457563083546684e-05,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
GTHOr,0.0,GLUTATHIONE-REDUCT-NADPH-CPLX,0.0,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
EX_o2_e,-2.906575225875431,NA,0.0,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
DHORD2,0.03959340969111507,DIHYDROOROTOX-MONOMER,5.688009656249387e-05,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
ACALD,0.0,ADHE-CPLX,0.0,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
LEUTAi,0.05392481283437708,TYRB-DIMER,8.052881963313797e-05,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
PRMICI,0.011339350495977448,PRIBFAICARPISOM-MONOMER,4.529970787881406e-05,0.001,0.08901742440371503,0.786438572994121,0.00011611611611611614
